Title,Type,Episodes,Status,Start airing,End airing,Starting season,Broadcast time,Producers,Licensors,Studios,Sources,Genres,Duration,Rating,Score,Scored by,Members,Favorites
Nichijou,TV,26,Finished Airing,2011-4-3,2011-9-25,Spring,Sundays at 02:20 (JST),"Lantis,Kadokawa Shoten,Movic,Rakuonsha,Kadokawa Pictures Japan,KlockWorx,Animation Do","Funimation,Bandai Entertainment",Kyoto Animation,Manga,"Slice of Life,Comedy,School",23 min. per ep.,PG-13,8.52,149654,370955,12311
Usagi Drop,TV,11,Finished Airing,2011-7-8,2011-9-16,Summer,Fridays at 00:45 (JST),"Fuji TV,Tohokushinsha Film Corporation,Sony Music Entertainment,Sakura Create,Fuji Pacific Music Publishing","NIS America, Inc.",Production I.G,Manga,"Josei,Slice of Life",22 min. per ep.,PG-13,8.52,137922,263722,4659
Kingdom 2nd Season,TV,39,Finished Airing,2013-6-8,2014-3-2,Summer,Sundays at 23:45 (JST),NHK,Funimation,Studio Pierrot,Manga,"Action,Military,Historical,Seinen",25 min. per ep.,R,8.51,21392,45140,499
Mob Psycho 100,TV,12,Finished Airing,2016-7-11,2016-9-27,Summer,Tuesdays at 00:00 (JST),"Warner Bros.,KlockWorx,BS Fuji,Hakuhodo DY Music & Pictures,Shogakukan","Funimation,Crunchyroll",Bones,Web manga,"Action,Slice of Life,Comedy,Supernatural",24 min. per ep.,PG-13,8.51,265482,470852,8657
Bakemono no Ko,Movie,1,Finished Airing,2015-7-11,-,-,-,"Dentsu,Yomiuri Telecasting,Kadokawa Shoten,Toho,Nippon Television Network",Funimation,Studio Chizu,Original,"Adventure,Supernatural",1 hr. 58 min.,PG-13,8.5,88875,163271,1718
Cross Game,TV,50,Finished Airing,2009-4-5,2010-3-28,Spring,-,"TV Tokyo,Shogakukan Productions",-,SynergySP,Manga,"Comedy,Drama,Romance,School,Sports",23 min. per ep.,PG-13,8.5,29229,69703,2093
Gintama°: Aizome Kaori-hen,OVA,2,Finished Airing,2016-8-4,2016-11-4,-,-,"TV Tokyo,Dentsu",-,Bandai Namco Pictures,Manga,"Comedy,Parody",26 min. per ep.,PG-13,8.5,16107,32825,86
Kuroko no Basket 2nd Season,TV,25,Finished Airing,2013-10-6,2014-3-30,Fall,Sundays at 01:58 (JST),"Bandai Visual,Lantis,Nihon Ad Systems,Banpresto,Shueisha,BS11",-,Production I.G,Manga,"Comedy,Sports,School,Shounen",24 min. per ep.,PG-13,8.5,221302,346705,3557
Samurai Champloo,TV,26,Finished Airing,2004-5-20,2005-3-19,Spring,Saturdays at 10:30 (JST),"Victor Entertainment,Fuji TV,Barnum Studio,Tokuma Shoten,flying DOG","Funimation,Geneon Entertainment USA",Manglobe,Original,"Action,Adventure,Comedy,Historical,Samurai,Shounen",24 min. per ep.,R,8.5,294149,535809,19309
Baccano!,TV,13,Finished Airing,2007-7-27,2007-11-2,Summer,Fridays at 00:30 (JST),"Aniplex,Sakura Create,Happinet Pictures","Funimation,Aniplex of America",Brain's Base,Light novel,"Action,Mystery,Comedy,Historical,Supernatural",24 min. per ep.,R,8.49,219843,476348,17683
Bakuman. 2nd Season,TV,25,Finished Airing,2011-10-1,2012-3-24,Fall,Saturdays at 17:30 (JST),"NHK,Shueisha",Media Blasters,J.C.Staff,Manga,"Comedy,Drama,Romance,Shounen",24 min. per ep.,PG-13,8.49,120720,199264,1019
Boku no Hero Academia 3rd Season,TV,25,Currently Airing,2018-4-7,-,Spring,Saturdays at 17:30 (JST),Shueisha,Funimation,Bones,Manga,"Action,Comedy,School,Shounen,Super Power",23 min. per ep.,PG-13,8.49,21212,228433,1065
Houseki no Kuni (TV),TV,12,Finished Airing,2017-10-7,2017-12-23,Fall,Saturdays at 21:30 (JST),"Mainichi Broadcasting System,Kodansha,Movic,AT-X,TOHO animation,Tokyo MX,Q-Tec,Kyoraku Industrial Holdings,BS11",Sentai Filmworks,Orange,Manga,"Action,Mystery,Drama,Fantasy,Seinen",24 min. per ep.,PG-13,8.49,49072,122833,2812
Shingeki no Kyojin,TV,25,Finished Airing,2013-4-7,2013-9-29,Spring,Sundays at 01:58 (JST),"Production I.G,Dentsu,Mainichi Broadcasting System,Pony Canyon,Kodansha,Mad Box,Shingeki no Kyojin Team,Pony Canyon Enterprise",Funimation,Wit Studio,Manga,"Action,Military,Mystery,Super Power,Drama,Fantasy,Shounen",24 min. per ep.,R,8.49,925420,1322447,63317
Shinsekai yori,TV,25,Finished Airing,2012-9-29,2013-3-23,Fall,Saturdays at 00:30 (JST),"Aniplex,TV Asahi,Pony Canyon",Sentai Filmworks,A-1 Pictures,Novel,"Sci-Fi,Mystery,Horror,Psychological,Supernatural,Drama",22 min. per ep.,R,8.49,155994,403312,16308
Natsume Yuujinchou Roku Specials,Special,2,Finished Airing,2017-9-27,2017-10-25,-,-,-,-,Shuka,Manga,"Slice of Life,Supernatural,Drama,Fantasy,Shoujo",23 min. per ep.,PG-13,8.48,4643,12547,21
Shingeki no Kyojin Season 2,TV,12,Finished Airing,2017-4-1,2017-6-17,Spring,Saturdays at 22:00 (JST),"Production I.G,Dentsu,Mainichi Broadcasting System,Pony Canyon,Kodansha,Mad Box,Shingeki no Kyojin Team,Pony Canyon Enterprise",Funimation,Wit Studio,Manga,"Action,Military,Mystery,Super Power,Drama,Fantasy,Shounen",24 min. per ep.,R,8.48,336379,630365,7295
Yuu☆Yuu☆Hakusho,TV,112,Finished Airing,1992-10-10,1995-1-7,Fall,-,"Yomiko Advertising,Fuji TV",Funimation,Studio Pierrot,Manga,"Action,Comedy,Demons,Supernatural,Martial Arts,Shounen",24 min. per ep.,PG-13,8.48,134005,268699,10852
Barakamon,TV,12,Finished Airing,2014-7-6,2014-9-28,Summer,Sundays at 02:20 (JST),"VAP,Nippon Television Network",Funimation,Kinema Citrus,Web manga,"Comedy,Slice of Life",22 min. per ep.,PG-13,8.47,174106,323201,7312
Chihayafuru 2,TV,25,Finished Airing,2013-1-12,2013-6-29,Winter,-,"VAP,Nippon Television Network",Sentai Filmworks,Madhouse,Manga,"Drama,Game,Josei,School,Slice of Life,Sports",22 min. per ep.,PG-13,8.47,62080,113133,1104
Detective Conan: Episode One - The Great Detective Turned Small,Special,1,Finished Airing,2016-12-9,-,-,YTV,-,TMS Entertainment,-,Manga,"Adventure,Mystery,Comedy,Police,Shounen",1 hr. 33 min.,PG-13,8.47,4174,9952,35
Hunter x Hunter,TV,62,Finished Airing,1999-10-16,2001-3-31,Fall,Saturdays at 18:00 (JST),Fuji TV,Viz Media,Nippon Animation,Manga,"Action,Adventure,Shounen,Super Power",23 min. per ep.,PG-13,8.47,113656,226092,5874
Kaze no Tani no Nausicaä,Movie,1,Finished Airing,1984-3-11,-,-,-,Topcraft,"Walt Disney Studios,GKIDS","Studio Ghibli,Studio Hibari",Manga,"Adventure,Fantasy",1 hr. 57 min.,PG-13,8.47,117922,186030,2489
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,Movie,1,Finished Airing,2013-10-26,-,-,-,"Aniplex,Mainichi Broadcasting System,Movic,Nitroplus,Madoka Partners,Houbunsha",Aniplex of America,Shaft,Original,"Psychological,Drama,Magic,Thriller",1 hr. 56 min.,PG-13,8.47,111189,186395,4857
Uchuu Senkan Yamato 2199,OVA,26,Finished Airing,2012-5-25,2013-10-25,-,-,"Production I.G,Bandai Visual,OLM,Lantis,Shochiku,Bandai,Tohokushinsha Film Corporation,Bandai Namco Games,Voyager Entertainment",Funimation,"Xebec,AIC",Original,"Action,Military,Sci-Fi,Space,Drama",25 min. per ep.,PG-13,8.47,20679,62524,1218
Ghost in the Shell: Stand Alone Complex,TV,26,Finished Airing,2002-10-1,2003-10-1,Fall,-,"Bandai Visual,Dentsu,Victor Entertainment,Kodansha,Trilogy Future Studio,Tokuma Shoten,Nippon Television Network","Bandai Entertainment,Manga Entertainment",Production I.G,Manga,"Action,Military,Sci-Fi,Police,Mecha,Seinen",25 min. per ep.,R,8.46,109470,249745,6700
Mahou Shoujo Madoka★Magica,TV,12,Finished Airing,2011-1-7,2011-4-22,Winter,Fridays at 01:25 (JST),"Aniplex,Mainichi Broadcasting System,Movic,Nitroplus,Madoka Partners,Houbunsha",Aniplex of America,Shaft,Original,"Drama,Magic,Psychological,Thriller",24 min. per ep.,PG-13,8.46,375469,626360,34059
Major S6,TV,25,Finished Airing,2010-4-3,2010-9-25,Spring,-,NHK,-,SynergySP,Manga,"Comedy,Drama,Sports",24 min. per ep.,PG-13,8.46,19653,32650,301
Major: World Series,OVA,2,Finished Airing,2011-12-16,2012-1-18,-,-,-,-,SynergySP,Manga,"Comedy,Drama,Sports",28 min. per ep.,PG-13,8.46,10773,18511,70
Mononoke,TV,12,Finished Airing,2007-7-13,2007-9-28,Summer,-,Fuji TV,Flatiron Film Company,Toei Animation,Original,"Mystery,Historical,Horror,Demons,Psychological,Supernatural,Fantasy,Seinen",22 min. per ep.,R,8.46,36530,124063,3669
Evangelion: 2.0 You Can (Not) Advance,Movie,1,Finished Airing,2009-7-27,-,-,-,"Gainax,KlockWorx",Funimation,Khara,Original,"Action,Sci-Fi,Mecha",1 hr. 52 min.,PG-13,8.45,140291,233076,2169
Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,Movie,1,Finished Airing,2012-10-13,-,-,-,"Aniplex,Mainichi Broadcasting System,Movic,Nitroplus,Madoka Partners,Houbunsha",Aniplex of America,Shaft,Original,"Drama,Magic,Psychological,Thriller",1 hr. 49 min.,PG-13,8.45,57792,112164,399
Psycho-Pass,TV,22,Finished Airing,2012-10-12,2013-3-22,Fall,Fridays at 00:45 (JST),"Dentsu,Fuji TV,Nitroplus,Sony Music Entertainment,Kyoraku Industrial Holdings",Funimation,Production I.G,Original,"Action,Police,Psychological,Sci-Fi",23 min. per ep.,R,8.45,371623,738746,23873
Romeo no Aoi Sora,TV,33,Finished Airing,1995-1-15,1995-12-17,Winter,Sundays at 19:30 (JST),-,-,Nippon Animation,Novel,"Adventure,Drama,Historical,Slice of Life",23 min. per ep.,PG-13,8.45,7807,21721,304
Tonari no Totoro,Movie,1,Finished Airing,1988-4-16,-,-,-,Studio Fantasia,"Walt Disney Studios,GKIDS",Studio Ghibli,Original,"Adventure,Comedy,Supernatural",1 hr. 26 min.,G,8.45,258432,398533,4155
Fate/Zero,TV,13,Finished Airing,2011-10-2,2011-12-25,Fall,Sundays at 00:00 (JST),"Aniplex,Nitroplus,Seikaisha,Notes",Aniplex of America,ufotable,Novel,"Action,Supernatural,Magic,Fantasy",28 min. per ep.,R,8.44,369489,655870,20802
Katanagatari,TV,12,Finished Airing,2010-1-26,2010-12-11,Winter,Tuesdays at 01:10 (JST),"Aniplex,Lantis,Kodansha,Movic,Fuji TV","NIS America, Inc.",White Fox,Light novel,"Action,Adventure,Historical,Martial Arts,Romance",50 min. per ep.,R,8.44,116992,282048,7728
Kino no Tabi: The Beautiful World,TV,13,Finished Airing,2003-4-8,2003-7-8,Spring,Tuesdays at 18:30 (JST),"WOWOW,Genco,Pony Canyon,Studio Wombat,chara-ani.com,ASCII Media Works","ADV Films,Sentai Filmworks",A.C.G.T.,Light novel,"Action,Adventure,Slice of Life,Psychological",24 min. per ep.,R,8.44,50527,145067,4600
Magi: The Kingdom of Magic,TV,25,Finished Airing,2013-10-6,2014-3-30,Fall,-,"Aniplex,Dentsu,Shogakukan Productions,Mainichi Broadcasting System,Movic,GYAO!",Aniplex of America,A-1 Pictures,Manga,"Action,Adventure,Magic,Fantasy,Shounen",25 min. per ep.,PG-13,8.44,199016,366430,5502
Owarimonogatari,TV,12,Finished Airing,2015-10-4,2015-12-20,Fall,Sundays at 00:00 (JST),Aniplex,Aniplex of America,Shaft,Light novel,"Mystery,Comedy,Supernatural,Vampire",26 min. per ep.,R,8.44,87374,188126,1160
Re:Zero kara Hajimeru Isekai Seikatsu,TV,25,Finished Airing,2016-4-4,2016-9-19,Spring,Mondays at 01:05 (JST),"TV Tokyo,Media Factory,Kadokawa Shoten,AT-X,Magic Capsule,Memory-Tech,Hakuhodo DY Music & Pictures",Funimation,White Fox,Light novel,"Psychological,Drama,Thriller,Fantasy",25 min. per ep.,R,8.44,428106,702832,26703
Sakamichi no Apollon,TV,12,Finished Airing,2012-4-13,2012-6-29,Spring,Fridays at 00:45 (JST),"Dentsu,Fuji TV,Toho,DAX Production,Sony Music Entertainment",Sentai Filmworks,"Tezuka Productions,MAPPA",Manga,"Drama,Josei,Music,Romance,School",22 min. per ep.,PG-13,8.44,93142,190875,4577
Shirobako,TV,24,Finished Airing,2014-10-9,2015-3-26,Fall,Thursdays at 23:30 (JST),"Sotsu,Movic,Warner Bros.,KlockWorx,Showgate,Infinite",Sentai Filmworks,P.A. Works,Original,"Comedy,Drama",24 min. per ep.,PG-13,8.44,73211,218499,4530
Steins;Gate: Oukoubakko no Poriomania,Special,1,Finished Airing,2012-2-22,-,-,-,-,Funimation,White Fox,Visual novel,"Sci-Fi,Comedy,Thriller",24 min.,PG-13,8.44,141569,216684,510
3-gatsu no Lion,TV,22,Finished Airing,2016-10-8,2017-3-18,Fall,Saturdays at 23:00 (JST),"Aniplex,Dentsu,NHK,Hakusensha,Asmik Ace Entertainment,Toy's Factory",Aniplex of America,Shaft,Manga,"Game,Slice of Life,Drama,Seinen",25 min. per ep.,PG-13,8.43,63979,186639,3767
Boku no Hero Academia,TV,13,Finished Airing,2016-4-3,2016-6-26,Spring,Sundays at 17:00 (JST),"Dentsu,Mainichi Broadcasting System,Movic,TOHO animation,Shueisha",Funimation,Bones,Manga,"Action,Comedy,School,Shounen,Super Power",24 min. per ep.,PG-13,8.43,475605,735530,18491
Doukyuusei (Movie),Movie,1,Finished Airing,2016-2-20,-,-,-,"Aniplex,Half H.P Studio",Aniplex of America,A-1 Pictures,Manga,"Slice of Life,Romance,School,Shounen Ai",1 hr.,PG-13,8.43,30759,64112,1514
Fate/stay night Movie: Heaven's Feel - I. Presage Flower,Movie,1,Finished Airing,2017-10-14,-,-,-,"Aniplex,Notes",Aniplex of America,ufotable,Visual novel,"Action,Fantasy,Magic,Supernatural",2 hr.,R,8.43,8087,98539,551
Kemono no Souja Erin,TV,50,Finished Airing,2009-1-10,2009-12-26,Winter,-,NHK,-,"Production I.G,Trans Arts",Novel,"Drama,Fantasy,Slice of Life",25 min. per ep.,PG-13,8.43,12179,48681,1089
Megalo Box,TV,13,Currently Airing,2018-4-6,-,Spring,Fridays at 01:28 (JST),-,-,TMS Entertainment,Original,"Action,Slice of Life,Sports,Drama,Shounen",24 min. per ep.,R,8.43,9652,64180,143
Ookami to Koushinryou II,TV,12,Finished Airing,2009-7-9,2009-9-24,Summer,-,"Imagin,flying DOG",Funimation,"Brain's Base,Marvy Jack",Light novel,"Adventure,Historical,Romance,Fantasy",24 min. per ep.,PG-13,8.43,159676,272629,3162
Diamond no Ace: Second Season,TV,51,Finished Airing,2015-4-6,2016-3-28,Spring,Mondays at 18:00 (JST),"TV Tokyo,Sotsu",-,"Production I.G,Madhouse",Manga,"Comedy,Sports,School,Shounen",24 min. per ep.,PG-13,8.42,28869,56825,606
Girls & Panzer Movie,Movie,1,Finished Airing,2015-11-21,-,-,-,"Bandai Visual,Lantis,Movic,Showgate,Graphinica,Q-Tec,Hakuhodo DY Music & Pictures,Hakuhodo DY Media Partners",Sentai Filmworks,Actas,Original,"Sports,Military,School",2 hr.,PG-13,8.42,22123,44646,739
Noragami Aragoto,TV,13,Finished Airing,2015-10-3,2015-12-26,Fall,Saturdays at 01:05 (JST),"Dentsu,Shochiku,Kodansha,Ai Addiction,Avex Pictures,A-Sketch",Funimation,Bones,Manga,"Action,Adventure,Comedy,Supernatural,Shounen",24 min. per ep.,PG-13,8.42,317284,532173,6972
Shingeki no Kyojin: Kuinaki Sentaku,OVA,2,Finished Airing,2014-12-9,2015-4-9,-,-,-,-,Wit Studio,Manga,"Action,Fantasy,Shoujo",27 min. per ep.,R,8.42,88536,156438,923
Cowboy Bebop: Tengoku no Tobira,Movie,1,Finished Airing,2001-9-1,-,-,-,"Sunrise,Bandai Visual",Sony Pictures Entertainment,Bones,Original,"Action,Space,Drama,Mystery,Sci-Fi",1 hr. 54 min.,R,8.41,110230,178172,699
Detective Conan Movie 06: The Phantom of Baker Street,Movie,1,Finished Airing,2002-4-20,-,-,-,-,Funimation,TMS Entertainment,Manga,"Adventure,Mystery,Police,Shounen",1 hr. 47 min.,PG-13,8.41,23382,37737,105
Fate/stay night: Unlimited Blade Works 2nd Season,TV,13,Finished Airing,2015-4-5,2015-6-28,Spring,Sundays at 00:00 (JST),"Aniplex,Notes",Aniplex of America,ufotable,Visual novel,"Action,Supernatural,Magic,Fantasy",23 min. per ep.,R,8.41,211270,329759,3925
JoJo no Kimyou na Bouken (TV),TV,26,Finished Airing,2012-10-6,2013-4-6,Fall,Saturdays at 00:30 (JST),"Yomiko Advertising,Warner Bros.,KlockWorx",Viz Media,David Production,Manga,"Action,Adventure,Supernatural,Vampire,Shounen",24 min. per ep.,R,8.41,183016,331608,12354
Natsume Yuujinchou: Itsuka Yuki no Hi ni,OVA,1,Finished Airing,2014-2-1,-,-,-,"Aniplex,Nihon Ad Systems",-,Brain's Base,Manga,"Drama,Fantasy,Shoujo,Slice of Life,Supernatural",23 min.,PG-13,8.41,19093,40885,70
Nodame Cantabile,TV,23,Finished Airing,2007-1-12,2007-6-15,Winter,Fridays at Unknown,"Dentsu,Genco,Kodansha,Fuji TV,Magic Capsule,Sony Music Entertainment,Fuji Pacific Music Publishing",-,J.C.Staff,Manga,"Music,Slice of Life,Comedy,Drama,Romance,Josei",22 min. per ep.,PG-13,8.41,86715,197168,4438
Shelter,Music,1,Finished Airing,2016-10-18,-,-,-,Half H.P Studio,Crunchyroll,A-1 Pictures,Music,"Sci-Fi,Music",6 min.,G,8.41,106502,155084,1712
Natsume Yuujinchou,TV,13,Finished Airing,2008-7-8,2008-9-30,Summer,Tuesdays at 01:00 (JST),"Aniplex,Nihon Ad Systems,TV Tokyo Music,Sony Music Entertainment","NIS America, Inc.",Brain's Base,Manga,"Slice of Life,Supernatural,Drama,Fantasy,Shoujo",24 min. per ep.,PG-13,8.4,106982,282680,10137
One Outs,TV,25,Finished Airing,2008-10-8,2009-4-1,Fall,-,"VAP,Nippon Television Network",-,Madhouse,Manga,"Sports,Psychological,Seinen",23 min. per ep.,PG-13,8.4,58238,114215,2275
Rurouni Kenshin: Meiji Kenkaku Romantan,TV,94,Finished Airing,1996-1-10,1998-9-8,Winter,Wednesdays at 19:30 (JST),"Aniplex,SME Visual Works,Fuji TV",Media Blasters,"Studio Gallop,Studio Deen",Manga,"Action,Adventure,Comedy,Historical,Romance,Samurai",25 min. per ep.,PG-13,8.4,134692,272924,8067
Stranger: Mukou Hadan,Movie,1,Finished Airing,2007-9-29,-,-,-,"Bandai Visual,Shochiku,Sony Music Entertainment,Hakuhodo DY Media Partners","Funimation,Bandai Entertainment",Bones,Original,"Action,Adventure,Historical,Samurai",1 hr. 43 min.,R,8.4,91993,171565,2050
Toradora!,TV,25,Finished Airing,2008-10-2,2009-3-26,Fall,Thursdays at 01:20 (JST),"Genco,Starchild Records,Magic Capsule,Yomiuri Advertising,TV Tokyo Music","NIS America, Inc.",J.C.Staff,Light novel,"Slice of Life,Comedy,Romance,School",24 min. per ep.,PG-13,8.4,549537,896003,34946
Tsubasa: Tokyo Revelations,OVA,3,Finished Airing,2007-11-16,2008-3-17,-,-,Kodansha,Funimation,Production I.G,Manga,"Action,Adventure,Drama,Romance,Fantasy,Shounen",30 min. per ep.,R,8.4,35216,66786,827
Hunter x Hunter OVA,OVA,8,Finished Airing,2002-1-17,2002-4-17,-,-,-,-,Nippon Animation,Manga,"Action,Adventure,Shounen,Super Power",24 min. per ep.,PG-13,8.39,39528,67143,266
Kono Sekai no Katasumi ni,Movie,1,Finished Airing,2016-11-12,-,-,-,"Genco,Animatsu Entertainment",Shout! Factory,MAPPA,Manga,"Historical,Drama,Seinen",2 hr. 6 min.,PG-13,8.39,13543,47636,274
Nanatsu no Taizai: Imashime no Fukkatsu,TV,24,Currently Airing,2018-1-13,-,Winter,Saturdays at 06:30 (JST),"Aniplex,Dentsu,Kodansha,Movic,Sammy",-,A-1 Pictures,Manga,"Action,Adventure,Supernatural,Magic,Fantasy,Shounen",24 min. per ep.,PG-13,8.39,38440,195000,1333
Hunter x Hunter: Greed Island Final,OVA,14,Finished Airing,2004-3-3,2004-8-18,-,-,-,-,Nippon Animation,Manga,"Action,Adventure,Shounen,Super Power",24 min. per ep.,PG-13,8.38,42914,71267,194
Major S1,TV,26,Finished Airing,2004-11-13,2005-5-21,Fall,Saturdays at 18:00 (JST),"Shogakukan Productions,NHK",-,Studio Hibari,Manga,"Comedy,Sports,Drama,Shounen",25 min. per ep.,PG-13,8.38,28492,53242,896
Natsume Yuujinchou Go Specials,Special,2,Finished Airing,2017-3-22,2017-4-26,-,-,-,-,Shuka,Manga,"Slice of Life,Supernatural,Drama,Fantasy,Shoujo",23 min. per ep.,PG-13,8.39,6406,15838,31
Tenkuu no Shiro Laputa,Movie,1,Finished Airing,1986-8-2,-,-,-,Tokuma Shoten,"Walt Disney Studios,GKIDS",Studio Ghibli,Original,"Adventure,Fantasy,Romance,Sci-Fi",2 hr. 5 min.,PG,8.38,129674,202359,1784
Versailles no Bara,TV,40,Finished Airing,1979-10-10,1980-9-3,Fall,Wednesdays at 19:00 (JST),Nippon Television Network,Nozomi Entertainment,Tokyo Movie Shinsha,Manga,"Military,Historical,Drama,Romance,Shoujo",23 min. per ep.,PG-13,8.38,13901,43561,1635
Beck,TV,26,Finished Airing,2004-10-7,2005-3-31,Fall,Thursdays at 01:30 (JST),"Marvelous,Starchild Records,Asatsu DK,Kodansha",Funimation,Madhouse,Manga,"Comedy,Drama,Music,Shounen,Slice of Life",25 min. per ep.,R,8.37,86406,183100,5722
Gintama: Shiroyasha Koutan,Special,1,Finished Airing,2008-9-21,-,-,-,-,-,Sunrise,Manga,"Action,Sci-Fi,Comedy,Historical,Parody",10 min.,PG-13,8.37,18831,35860,63
Hajime no Ippo: Champion Road,Special,1,Finished Airing,2003-4-18,-,-,-,-,Geneon Entertainment USA,Madhouse,Manga,"Comedy,Shounen,Sports",1 hr. 30 min.,PG-13,8.37,40483,63644,147
Kuroko no Basket,TV,25,Finished Airing,2012-4-8,2012-9-22,Spring,Sundays at 01:58 (JST),"Bandai Visual,Lantis,Nihon Ad Systems,Mainichi Broadcasting System,Banpresto,Shueisha,BS11",-,Production I.G,Manga,"Comedy,School,Shounen,Sports",24 min. per ep.,PG-13,8.37,284359,476414,15279
Major S3,TV,26,Finished Airing,2007-1-6,2007-6-30,Winter,-,NHK,-,Studio Hibari,Manga,"Drama,Shounen,Sports",25 min. per ep.,PG-13,8.37,24788,37890,262
Yuru Camp△,TV,12,Finished Airing,2018-1-4,2018-3-22,Winter,Thursdays at 23:00 (JST),"AT-X,Sony Music Communications,MAGES.,81 Produce,BS11,Furyu,Crunchyroll SC Anime Fund",-,C-Station,Manga,"Slice of Life,Comedy",23 min. per ep.,PG-13,8.36,37329,102553,1473
Bakemonogatari,TV,15,Finished Airing,2009-7-3,2010-6-25,Summer,Fridays at 23:00 (JST),"Aniplex,Kodansha",Aniplex of America,Shaft,Light novel,"Romance,Supernatural,Mystery,Vampire",24 min. per ep.,R,8.36,349832,654360,26866
Detective Conan Movie 13: The Raven Chaser,Movie,1,Finished Airing,2009-4-18,-,-,-,"Shogakukan Productions,TMS Entertainment",-,Tokyo Movie Shinsha,Manga,"Action,Police,Mystery,Shounen",1 hr. 51 min.,PG-13,8.36,16839,29037,45
Kono Subarashii Sekai ni Shukufuku wo! 2,TV,10,Finished Airing,2017-1-12,2017-3-16,Winter,Thursdays at 01:05 (JST),"Kadokawa Shoten,Nippon Columbia,KlockWorx,Sony Music Communications,Toranoana,81 Produce,Kadokawa Media House",-,Studio Deen,Light novel,"Adventure,Comedy,Parody,Supernatural,Magic,Fantasy",23 min. per ep.,PG-13,8.36,246091,404426,4515
Major S2,TV,26,Finished Airing,2005-12-10,2006-6-10,Winter,-,NHK,-,Studio Hibari,Manga,"Comedy,Drama,Shounen,Sports",25 min. per ep.,PG-13,8.36,25982,39407,226
Planetes,TV,26,Finished Airing,2003-10-4,2004-4-17,Fall,Saturdays at 08:05 (JST),"Bandai Visual,NHK",Bandai Entertainment,Sunrise,Manga,"Drama,Romance,Sci-Fi,Seinen,Space",25 min. per ep.,PG-13,8.36,45838,136984,2847
Toki wo Kakeru Shoujo,Movie,1,Finished Airing,2006-7-15,-,-,-,"Kadokawa Shoten,Bandai,Memory-Tech,Happinet Pictures","Funimation,Bandai Entertainment,Kadokawa Pictures USA",Madhouse,Novel,"Sci-Fi,Adventure,Drama,Romance",1 hr. 38 min.,PG,8.36,246367,405476,4362
Higurashi no Naku Koro ni Kai,TV,24,Finished Airing,2007-7-6,2007-12-18,Summer,Fridays at 02:30 (JST),"Geneon Universal Entertainment,Frontier Works,Sotsu,Movic",Sentai Filmworks,Studio Deen,Visual novel,"Mystery,Psychological,Supernatural,Thriller",24 min. per ep.,R,8.35,145909,268568,5173
Kuroshitsuji: Book of Murder,OVA,2,Finished Airing,2015-1-28,2015-2-25,-,-,DeNA,Funimation,A-1 Pictures,Manga,"Comedy,Demons,Fantasy,Historical,Mystery,Shounen,Supernatural",58 min. per ep.,R,8.35,50555,105385,849
